id,perturbation_spread,flip_rate,text_length,n_valid,mean_cosine,mean_jaccard_dist
A01720,0.0022761068134696254,0.0,1220,5,0.921245563030243,0.7539169202850019
A01721,0.36041735696598926,0.6,2000,5,0.9370717287063599,0.7269585382993565
A01722,0.001162695669632274,0.0,1530,5,0.9444646000862121,0.7817323594388945
A01723,0.0006616890593583385,0.0,909,5,0.9065919876098633,0.7637530210076222
A01724,0.507207734740955,1.0,631,1,0.8067795634269714,0.7867647058823529
A01725,nan,nan,836,0,nan,nan
A01726,0.3675251618645046,0.2,1441,5,0.9252886414527893,0.699466656307788
A01727,0.007797903095615997,0.0,2086,5,0.9104948282241822,0.7168679292542756
A01728,0.277299945161735,0.2,2005,5,0.9227752327919007,0.7221314951188044
A01729,0.001682251453756549,0.0,1260,5,0.8681246995925903,0.6923787187510353
A01730,0.0010155816327758122,0.0,1242,5,0.9350586414337159,0.5684540767933642
A01731,0.33382887116743826,1.0,1601,5,0.9001556992530823,0.7479255250052381
A01732,0.36962286479284195,1.0,1777,5,0.9573302388191223,0.6883556937289517
A01733,0.021664885645232047,0.0,889,5,0.9456728219985961,0.6746988301473372
A01734,3.530458633948851e-05,0.0,1398,5,0.9761981129646301,0.7695743907508613
A01735,0.3030815468907038,0.2,1608,5,0.8662064909934998,0.7213970137558842
A01736,0.012659458396790101,0.0,1237,5,0.9540659308433532,0.7341461855277265
A01737,0.029105068784462083,0.0,783,5,0.9227224826812744,0.7054173862496038
A01738,0.04176535977327329,0.0,719,5,0.8602352142333984,0.7629592085784889
A01739,0.12416565621760946,0.0,617,2,0.8081175088882446,0.8126984126984127
A01740,0.12359646589475663,0.0,813,5,0.87983158826828,0.7706437267624116
A01741,0.334025944336582,0.3333333333333333,874,3,0.8758441805839539,0.7368459534179821
A01742,nan,nan,389,0,nan,nan
A01743,0.32393501797669605,1.0,668,4,0.8265918344259262,0.7955381379381261
A01744,0.3477161575800568,1.0,1011,4,0.8663985431194305,0.7005022110304895
A01745,0.5956536049349568,1.0,1304,1,0.8088651299476624,0.7729468599033816
A01746,0.02002951013992409,0.0,706,4,0.8316520154476166,0.8423524289508126
A01747,nan,nan,267,0,nan,nan
A01748,0.005401769061973039,0.0,1192,5,0.9628819227218628,0.3992623290005355
A01749,0.00021140191849421258,0.0,1800,5,0.9861372828483581,0.42489207737433715
A01750,0.02217363955080486,0.0,1229,5,0.8988696217536927,0.4422367853448918
A01751,0.0073912693236241915,0.0,1041,5,0.9680799245834351,0.4513197889597606
A01752,0.002982110408003022,0.0,1438,5,0.9245111823081971,0.3937987895791684
A01753,0.0022876108526684955,0.0,1246,5,0.9094804525375366,0.49327297579040985
A01754,0.015860165538740156,0.0,2018,5,0.8850621938705444,0.5596374662689008
A01755,0.010397455098370841,0.0,1513,5,0.9872828960418701,0.3464027667998195
A01756,0.0017530355994239172,0.0,1835,5,0.9787606954574585,0.38423169908027727
A01757,0.0038661519433655514,0.0,1280,3,0.8967622717221578,0.3934305478318308
A01758,nan,nan,464,0,nan,nan
A01759,0.3391595437154204,0.2,477,5,0.9409980773925781,0.806903056903057
A01760,0.1258173936629357,0.0,277,5,0.8557147741317749,0.8371525087720147
A01761,0.014213727581992274,0.0,1427,5,0.8927499771118164,0.8114739084013689
A01762,0.0073490973245419235,0.0,343,5,0.8649436473846436,0.7467479336747629
A01763,nan,nan,292,0,nan,nan
A01764,0.0030004100554811334,0.0,1686,5,0.8864897012710571,0.7642529071961867
A01765,0.48310066926859346,0.4,293,5,0.8528683423995972,0.8239051203101836
A01766,0.4989776115189198,0.6,1163,5,0.8988059520721435,0.7615777634876213
A01767,0.053662285596068206,0.0,599,5,0.8459201335906983,0.7702505365975052
A01768,0.004113886845580582,0.0,1429,5,0.9535097599029541,0.6809945830179158
A01769,0.0037658360681164073,0.0,1589,5,0.9538861989974976,0.6053154511571035
A01770,0.28332354528804315,0.2,1787,5,0.9557883501052856,0.7825883245205504
A01771,0.009605312087986755,0.0,677,5,0.9610200643539428,0.7956472095192304
A01772,0.0030327196775649956,0.0,1050,5,0.9382482171058655,0.792192809595801
A01773,0.3110208544953971,0.2,1120,5,0.9367841005325317,0.8165245478036175
A01774,0.004146919625440532,0.0,822,5,0.9540212392807007,0.7890807393446356
A01775,0.38263190153907306,0.8,572,5,0.9576932191848755,0.8174444734337328
A01776,0.4539803733148793,0.6,1140,5,0.9288732409477234,0.7707721081467891
A01777,0.009546585092246734,0.0,995,5,0.9769734978675843,0.7338912747634911
A01778,0.00905539256128212,0.0,793,5,0.9724580526351929,0.7712037050499295
A01779,0.002197445999391898,0.0,1111,5,0.9780263662338257,0.6806580028519186
A01780,0.03347876426524697,0.0,585,5,0.9653024196624755,0.7553048804198509
A01781,0.2868807338267264,0.2,2120,5,0.9593319416046142,0.5084512029441607
A01782,0.02344877448287358,0.0,2000,5,0.9224589943885804,0.6263180510483377
A01783,0.3436419750350544,0.4,2202,5,0.9559956312179565,0.5269874130418806
A01784,0.004982492827169751,0.0,1952,5,0.9874838829040528,0.39567773871828926
A01785,0.35224388141407287,1.0,1972,5,0.9458596706390381,0.5125572146893733
A01786,0.40346676896346384,1.0,2024,5,0.9119848370552063,0.740040763160179
A01787,0.00011082297496337245,0.0,1498,5,0.9378802299499511,0.6783824483989035
A01788,0.02783497837376077,0.0,2266,5,0.9727193593978882,0.6220961964255707
A01789,0.0018213834928342669,0.0,1232,5,0.9416194200515747,0.6654308928278001
A01790,0.30897695431592975,1.0,2063,5,0.8547003865242004,0.5818966169476052
A01791,0.14287165215533817,0.0,1585,5,0.9803489685058594,0.458882484349559
A01792,3.0342524682385523e-05,0.0,1767,5,0.9405656337738038,0.3623943748723736
A01793,0.01224130385966247,0.0,2016,5,0.9260350942611695,0.6770308245213906
A01794,0.0010410201804805462,0.0,2178,5,0.9473446249961853,0.657809267367707
A01795,9.91225387696859e-05,0.0,1986,5,0.9069447040557861,0.6750257473642414
A01796,0.00018634982115324752,0.0,2026,5,0.8961547613143921,0.7544918089092013
A01797,0.010636529604660714,0.0,1146,5,0.9693051099777221,0.6905092410522953
A01798,0.06158054786854772,0.0,1714,5,0.911669397354126,0.6515712653445929
A01799,0.0008573341046286419,0.0,2318,5,0.9448503613471985,0.6282970847638532
A01800,9.030953510626841e-05,0.0,2311,5,0.8972129344940185,0.6931239840661412
A01801,nan,nan,2636,0,nan,nan
A01802,0.004459700794448088,0.0,2598,5,0.9880884289741516,0.4840646692576692
A01803,0.08480453216435137,0.0,2260,5,0.9254700541496277,0.6459997779431654
A01804,0.13920491650415498,0.0,1692,5,0.9267661452293396,0.7211818907571987
A01805,3.074096053021271e-05,0.0,849,1,0.8000041246414185,0.7871287128712872
A01806,0.7056938829996575,1.0,2392,1,0.8052120208740234,0.8145363408521303
A01807,0.3882683843428748,0.8,2079,5,0.9351621389389038,0.6624072679246357
A01808,0.07022472169086946,0.0,2009,5,0.9653389573097229,0.6233379216068449
A01809,0.008335496448881296,0.0,2173,5,0.9087979197502136,0.7252570779268342
A01810,0.4833351536984661,0.8,830,5,0.8524598479270935,0.7342223720566211
A01811,nan,nan,2725,0,nan,nan
A01812,0.14465436153913,0.0,635,5,0.912329125404358,0.6460123110322901
A01813,0.3157675098153956,0.2,1893,5,0.8969593644142151,0.6820742907751075
A01814,0.009936525916716997,0.0,2088,2,0.8851924538612366,0.6981481481481482
A01815,0.0001958731207972215,0.0,523,5,0.9389010548591614,0.7376331635016211
A01816,nan,nan,1849,0,nan,nan
A01817,0.39610765049916435,0.8,2193,5,0.9271472454071045,0.7166649602325308
A01818,0.005420177833362802,0.0,2243,5,0.9505673766136169,0.6905147031611207
A01819,6.058731916035808e-06,0.0,198,5,0.899514091014862,0.7030141843971631
A01820,0.0007720307198361188,0.0,2716,2,0.9270476400852203,0.6498899913718723
A01821,0.3820954794194368,1.0,1845,5,0.8365562796592713,0.7430498005448418
A01822,0.08123529566815417,0.0,2238,5,0.9031309485435486,0.6601028530253543
A01823,0.3250341397321373,0.2,1175,5,0.8777612686157227,0.7402314860453649
A01824,0.006219240373898177,0.0,1044,1,0.8257004618644714,0.7824267782426778
A01825,nan,nan,2082,0,nan,nan
A01826,0.000391030722586106,0.0,1180,1,0.8537421226501465,0.6222222222222222
A01827,0.40324421254257176,0.75,434,4,0.8535030484199524,0.7073477118119975
A01828,0.1750800865456536,0.0,2021,1,0.8049459457397461,0.7525252525252525
A01829,nan,nan,1969,0,nan,nan
A01830,0.3194286616503664,1.0,1761,5,0.9159186244010925,0.6967104683610151
A01831,0.1382165177732426,0.0,2457,5,0.8970410585403442,0.7671054413032491
A01832,nan,nan,1729,0,nan,nan
A01833,nan,nan,567,0,nan,nan
A01834,9.695912075394554e-07,0.0,2306,2,0.8413510918617249,0.5893584808827304
A01835,nan,nan,645,0,nan,nan
A01836,0.11524357643709997,0.0,1694,5,0.9672517657279969,0.4135854524091389
A01837,0.01153153126877015,0.0,2079,5,0.971094799041748,0.4838984681676763
A01838,0.44803027177041016,0.8,2303,5,0.8496860146522522,0.7601453232262128
A01839,0.05534795462708302,0.0,2107,5,0.9583972692489624,0.5912222895646166
A01840,0.10615626140539089,0.0,2251,5,0.8875303030014038,0.7287925599893226
A01841,0.34294130104695036,0.2,2206,5,0.8783100843429565,0.6275924022785025
A01842,0.1365796871993322,0.0,1525,5,0.9275395750999451,0.43721139115544005
A01843,0.38437726292593954,1.0,522,5,0.8892391324043274,0.5876480620155039
A01844,0.3103153641072293,0.2,1922,5,0.9584375143051147,0.4462698915752621
A01845,0.00022139805377223434,0.0,1726,1,0.8657269477844238,0.6610169491525424
A01846,0.1922195192052903,0.0,1137,4,0.8526536375284195,0.8118241688325496
A01847,0.00011325565484402362,0.0,1908,5,0.8538368701934814,0.6030068171382972
A01848,nan,nan,2089,0,nan,nan
A01849,nan,nan,2916,0,nan,nan
A01850,0.07116751678078193,0.0,2225,5,0.8721899271011353,0.7494123859378898
A01851,nan,nan,1803,0,nan,nan
A01852,0.04341544073036872,0.0,2614,5,0.8519891738891602,0.7971180755287783
A01853,nan,nan,307,0,nan,nan
A01854,0.03346726911788404,0.0,1303,5,0.8576785564422608,0.7488999881878435
A01855,0.00010586067200957882,0.0,1768,3,0.8725336790084839,0.4564346943379201
A01856,nan,nan,1800,0,nan,nan
A01857,9.160049529204683e-05,0.0,691,1,0.8653138279914856,0.8152866242038217
A01858,0.42532969639493595,0.4,2039,5,0.9707251191139221,0.5306303053124094
A01859,nan,nan,901,0,nan,nan
A01860,0.022076829166900565,0.0,908,5,0.9071580171585083,0.8058527467007093
A01861,0.3528742362182312,1.0,2194,5,0.888086998462677,0.7301719468807873
A01862,0.0004412017507111266,0.0,2421,1,0.8205560445785522,0.7924528301886793
A01863,0.3169184569789338,0.2,2014,5,0.8803251266479493,0.753783175679326
A01864,0.022183248950334203,0.0,2158,5,0.9012348651885986,0.8013875919320386
A01865,0.08356155435093439,0.0,2299,2,0.8236618638038635,0.756078431372549
A01866,0.0317874599758691,0.0,2129,5,0.8825451493263244,0.6973899005534472
A01867,0.37583621374650444,0.2,495,5,0.873188591003418,0.8219810678366335
A01868,0.003971270220431516,0.0,3027,5,0.8282772302627563,0.8128969242261537
A01869,0.28694741738252866,1.0,2181,4,0.9590488076210022,0.34799753056332006
A01870,0.48071951590574996,0.4,2337,5,0.9559498071670532,0.6622055641715636
A01871,0.3864151708073232,0.2,1143,5,0.8652722954750061,0.7166269673835891
A01872,0.37256736104690363,0.4,2109,5,0.9621743083000183,0.595147131147541
A01873,0.009869533400058325,0.0,1560,5,0.878972852230072,0.6973637639731467
A01874,0.005049755324728902,0.0,2666,5,0.840731930732727,0.7867125538972333
A01875,0.4460855560440093,1.0,2938,4,0.8350018113851547,0.8110008478354829
A01876,0.534901752333228,0.75,2987,4,0.8715720772743225,0.8052703395208465
A01877,0.0010640335944273312,0.0,1907,5,0.9161068320274353,0.5430518831917028
A01878,0.3512246878733199,0.2,1352,5,0.9564888119697571,0.5556389293543191
A01879,0.42893244661354,0.25,2982,4,0.8272959738969803,0.8350749377082587
A01880,0.07904219847577547,0.0,641,5,0.9459086537361145,0.7756797477395025
A01881,0.13527803277072858,0.0,696,5,0.8747547507286072,0.7769206282330361
A01882,0.002105391512840736,0.0,640,5,0.9436752200126648,0.7523178183361476
A01883,0.0028045693345507762,0.0,505,2,0.8672812283039093,0.8190152801358235
A01884,0.31719062949684057,0.2,441,5,0.9247354865074158,0.6820156771033964
A01885,0.04071981582066069,0.0,356,5,0.9469345092773438,0.6558467741935484
A01886,0.08871356412917014,0.0,702,5,0.8946100831031799,0.731493943283716
A01887,0.297073780600731,1.0,820,5,0.9646269679069519,0.7603190868583288
A01888,0.0012351118453119057,0.0,641,5,0.8648703455924988,0.7356904625928041
A01889,0.09102812318189481,0.0,757,5,0.9773749828338623,0.6324196242645849
A01890,0.010130587596183465,0.0,546,2,0.9721508026123047,0.7469512195121951
A01891,0.4571077575045369,0.8,1437,5,0.917056429386139,0.7600606499039408
A01892,0.020810285972740355,0.0,941,5,0.8924409031867981,0.7375761557268585
A01893,0.009429367256759934,0.0,1026,5,0.8353512525558472,0.8577449871576898
A01894,0.3846592111209628,1.0,689,5,0.8543927550315857,0.8548132303978588
A01895,0.016243456371687327,0.0,1276,5,0.9031534433364868,0.7585118506355485
A01896,0.4844325013655177,0.4,535,5,0.8581323742866516,0.8238856484269329
A01897,0.37641137491709836,0.2,723,5,0.9599169015884399,0.7823532080243549
A01898,0.004998158441043623,0.0,613,5,0.8692344546318054,0.8047808007343982
A01899,0.014749750952871867,0.0,539,4,0.8639088720083237,0.7917483150737805
A01900,nan,nan,862,0,nan,nan
A01901,0.017778216476006643,0.0,600,5,0.9237452268600463,0.8209065641778489
A01902,0.47050342864406636,0.4,2268,5,0.9381708979606629,0.6863034117975142
A01903,0.3443719765385307,1.0,668,5,0.9355339765548706,0.707831203768373
A01904,0.3591566313057403,1.0,1047,5,0.8734955072402955,0.6931285698779617
A01905,0.3824465100017044,0.8,1805,5,0.9261934638023377,0.7380440950848841
A01906,0.5366448637941078,0.6,1801,5,0.9332809329032898,0.760193275424718
A01907,0.008826667942391416,0.0,895,5,0.9674968838691711,0.6783297858590933
A01908,0.0017520673881128597,0.0,1185,5,0.9079702258110046,0.704351798009237
A01909,0.36318640991362294,1.0,1148,5,0.9510370492935181,0.7009306486851925
A01910,0.0033115767300680088,0.0,898,5,0.9357238173484802,0.6293344948711904
A01911,0.03577952200510619,0.0,1002,5,0.8701964139938354,0.6219651329917142
A01912,0.003814588222522203,0.0,1269,5,0.8853906393051147,0.7673924104737406
A01913,0.28586494386401046,1.0,1045,5,0.8828554630279541,0.7785092071898785
A01914,0.29809409510043466,0.8,819,5,0.9347917914390564,0.7150885384940159
A01915,0.29076814245458593,1.0,737,4,0.8283381313085556,0.82652433850189
A01916,0.00011782108844165628,0.0,2506,5,0.8650535345077515,0.5903904354718109
A01917,0.23789145844277193,0.2,930,5,0.8991944909095764,0.7425064847060776
A01918,0.08081303676736287,0.0,1078,5,0.8812192916870117,0.7982038537464968
A01919,0.05515368805915833,0.0,1265,5,0.9015581011772156,0.7079529521911158
A01920,0.29781861618433003,1.0,701,4,0.8226836323738098,0.8079578067786255
A01921,0.06913740708410221,0.0,991,5,0.8863940119743348,0.7434546500164311
A01922,0.010985319771926563,0.0,778,5,0.8580269932746887,0.769889662882697
A01923,0.0019574613793437263,0.0,1070,5,0.8123324513435364,0.7800121234001487
A01924,0.40485221974558677,1.0,2840,5,0.8392865777015686,0.8113218742075393
A01925,0.025348486019673867,0.0,561,5,0.9453592658042907,0.43151246778530883
A01926,0.008352104710035824,0.0,985,5,0.9879969120025635,0.41829117978667957
A01927,0.011601367997584794,0.0,1454,5,0.8889644622802735,0.6182753549260085
A01928,0.43104841649228043,1.0,2882,4,0.8187417536973953,0.8202752925731494
A01929,0.020727869087226545,0.0,1597,4,0.9734383374452591,0.3263275707275795
A01930,0.11185501091932566,0.0,1582,5,0.9851821899414063,0.36344329502153716
A01931,0.0017072502079588444,0.0,929,5,0.9806482672691346,0.4823293677653881
A01932,0.4039929691978582,1.0,1993,5,0.9528268098831176,0.6558589638756402
A01933,0.40432716400570795,1.0,1036,5,0.8409729242324829,0.5068320833354174
A01934,0.3895670499024556,0.4,1578,5,0.9362062811851501,0.6176453368325581
A01935,0.38470549754966765,1.0,509,5,0.9206030488014221,0.7863745823149493
A01936,nan,nan,316,0,nan,nan
A01937,0.013003302580969382,0.0,336,5,0.8924597144126892,0.7266788682434409
A01938,nan,nan,419,0,nan,nan
A01939,0.396165001068628,1.0,270,5,0.8593541264533997,0.8375124378109453
A01940,nan,nan,1067,0,nan,nan
A01941,0.4397256460609251,0.6,529,5,0.9235218524932861,0.7337367879303036
A01942,0.3944834595273423,1.0,298,5,0.9568041324615478,0.7732598232034851
A01943,0.02584350001694112,0.0,434,5,0.920288360118866,0.7488111517034056
A01944,0.37112012684569845,1.0,218,5,0.93209388256073,0.724192163768435
A01945,0.4156582933791139,1.0,336,4,0.8344916254281998,0.7218840315479567
A01946,0.39660032174269594,1.0,624,5,0.9138434529304504,0.7899759269458311
A01947,0.3499823520041177,0.2,849,5,0.93651841878891,0.8039053072381799
A01948,0.005157862097871348,0.0,1778,5,0.8235040903091431,0.7045581612305487
A01949,0.0012852524930699705,0.0,1080,5,0.952952766418457,0.805256234795794
A01950,0.07237701835107647,0.0,782,5,0.9340371966362,0.8199668945506133
A01951,0.36406782603833165,0.8,773,5,0.8572468757629395,0.7978875054868251
A01952,0.3507534446789324,1.0,596,5,0.9308338165283203,0.7385425020740298
A01953,0.3626996372299931,1.0,658,5,0.9651983618736267,0.826565724211795
A01954,0.017780332571631276,0.0,438,5,0.9197745561599732,0.7956577442232898
A01955,0.004064936082258628,0.0,516,5,0.9082120776176452,0.804570223417926
A01956,0.008105558842618496,0.0,623,2,0.925764262676239,0.8047366172251724
A01957,0.3439482372270749,0.4,1889,5,0.9514570236206055,0.5273693060762467
A01958,0.5055276558753254,0.4,2830,5,0.9625371813774108,0.7254885910537
A01959,0.0008691942945718223,0.0,1648,5,0.9441616892814636,0.5987201740575208
A01960,0.053255743691606024,0.0,2370,5,0.9464974761009216,0.6736509538975952
A01961,0.3007396998759084,0.2,1738,5,0.9731178283691406,0.6153568683794975
A01962,0.37446235607662465,1.0,1619,5,0.9420836210250855,0.692150310579273
A01963,0.003208576910000252,0.0,2489,5,0.9549015164375305,0.6651299303005634
A01964,0.029156925287135548,0.0,1328,5,0.9173228502273559,0.7724392655775831
A01965,0.40233976983656417,1.0,2144,5,0.8964167833328247,0.8434586409180431
A01966,0.06423729780810393,0.0,1348,5,0.9648169279098511,0.6657769539854776
A01967,0.3968499490395331,1.0,1250,5,0.9705785632133483,0.5602027491914512
A01968,0.39054430211534463,1.0,847,5,0.8985997557640075,0.8182807284820125
A01969,0.007310303701905474,0.0,1705,5,0.9500015258789063,0.6017017244745233
A01970,0.2920490177792233,1.0,1548,5,0.90133216381073,0.7212853295137913
A01971,0.4270097749681382,0.6,849,5,0.9511000156402588,0.7086775299632224
A01972,0.043653684599480276,0.0,1997,2,0.9067912101745605,0.6325915701589011
A01973,0.06748066468353921,0.0,836,5,0.918917179107666,0.666839608699923
A01974,0.024270920353581672,0.0,624,5,0.9641532301902771,0.7023092752608019
A01975,0.5555968139036097,1.0,559,2,0.8844854235649109,0.7130681818181819
A01976,0.3497215404580642,0.2,468,5,0.8286996603012085,0.7031882595090141
A01977,nan,nan,603,0,nan,nan
A01978,0.288558143859017,0.6,650,5,0.9064281702041626,0.730481261271614
A01979,0.03485547672651843,0.0,1226,5,0.8971611022949219,0.7477387978366494
A01980,0.008366450708576815,0.0,2119,4,0.8471425175666809,0.6815979469586133
A01981,0.3584391658072007,1.0,2077,5,0.821464729309082,0.789896875124138
A01982,0.0017525670388392502,0.0,1996,5,0.960247802734375,0.5709716375548819
A01983,0.03243241998502228,0.0,1300,5,0.9581579089164733,0.7504762646538691
A01984,0.014220064212614856,0.0,1284,5,0.9438920617103577,0.6391887439372058
A01985,0.017520960274009522,0.0,679,5,0.9787198901176453,0.6123931992584722
A01986,0.05123396278143168,0.0,645,5,0.8818635821342469,0.6772100369539574
A01987,0.0005349195680123231,0.0,1252,5,0.9499478578567505,0.6947369053732974
A01988,0.01973031180801507,0.0,953,5,0.8743826746940613,0.8360012060424712
A01989,0.0683655180886367,0.0,1208,4,0.8629572689533234,0.670495515736234
A01990,0.4297290363504398,0.5,952,4,0.8691232800483704,0.7441639687243059
A01991,0.004079621497428163,0.0,683,5,0.9264528632164002,0.8142770980571965
A01992,nan,nan,1057,0,nan,nan
A01993,0.5014302130439168,0.5,1414,4,0.8874547481536865,0.790924146418098
A01994,0.3889699872593225,0.3333333333333333,2089,3,0.831749439239502,0.7236223931990722
A01995,0.0019994991428267978,0.0,884,5,0.9524349093437194,0.7052928207248174
A01996,0.346207365070603,0.2,1877,5,0.8969784855842591,0.799432538535112
A01997,0.3724942000189412,0.6,1698,5,0.9377096772193909,0.6992647113781943
A01998,0.31536948003608606,0.8,470,5,0.955799686908722,0.6743715156112656
A01999,nan,nan,2447,0,nan,nan
H00000,0.37713447628410096,0.8,712,5,0.9587745785713195,0.6224912422918163
H00001,0.0053864467581909775,0.0,1010,5,0.9681166768074035,0.3925802144433746
H00002,0.009040207859833475,0.0,1041,5,0.9281039834022522,0.6371346305725669
H00003,0.0007166203676455661,0.0,1048,5,0.9274867057800293,0.7203250040829661
H00004,0.02524666381557492,0.0,826,5,0.9689178228378296,0.629702203302042
H00005,0.10562133108225694,0.0,1045,5,0.9753430724143982,0.5651558974833182
H00006,0.04686252505864358,0.0,1418,5,0.928867769241333,0.6955157512138349
H00007,0.012150338743242917,0.0,1763,5,0.9337189316749572,0.5980250943465406
H00008,0.03750584783758447,0.0,1259,5,0.9507484793663025,0.6047432548417513
H00009,0.008388815897007032,0.0,1629,5,0.9609775900840759,0.6180342484499313
H00010,0.003639369880437425,0.0,1045,5,0.9208101868629456,0.7223002825386112
H00011,0.023497570210863825,0.0,1515,5,0.9810747742652893,0.566525655934224
H00012,0.01060788855120069,0.0,891,5,0.9659648895263672,0.5006539167391094
H00013,0.0003100552998032813,0.0,1132,5,0.9357362627983093,0.6821536757815827
H00014,0.005791433289806805,0.0,1169,5,0.9403204560279846,0.7149890138093404
H00015,0.0010505794448497539,0.0,1594,5,0.9723021984100342,0.619267209552733
H00016,0.004700010871645592,0.0,1039,5,0.948839008808136,0.7360217170813197
H00017,0.033813959651423614,0.0,848,5,0.9526011228561402,0.5245031204013386
H00018,0.006831266938906596,0.0,1407,5,0.9513385653495788,0.6418623923709941
H00019,0.06598039798919046,0.0,1453,5,0.9768952369689942,0.6902620238445302
H00020,0.04058856208712098,0.0,937,5,0.9385994791984558,0.6293579519895309
H00021,0.001045496992054248,0.0,1911,5,0.9315765142440796,0.6985313852356494
H00022,0.012569781438243447,0.0,1392,5,0.9592136979103089,0.6453677331075002
H00023,0.0775734802080458,0.0,1012,5,0.9347856163978576,0.7482706866276049
H00024,0.011497959125917018,0.0,1371,5,0.963820219039917,0.6348918864203337
H00025,0.007091340913685805,0.0,1044,5,0.9378404498100281,0.5899972617630553
H00026,0.005724589815256191,0.0,795,5,0.9645859003067017,0.5312773070749143
H00027,0.000322502139950405,0.0,1241,5,0.9377967476844787,0.5713371801597015
H00028,0.3657098450440252,1.0,1593,5,0.9643815994262696,0.5638068941216495
H00029,0.00028444454603017693,0.0,1581,5,0.9690434217453003,0.6419078857634324
H00030,0.004698619841464787,0.0,1398,5,0.9205953240394592,0.6862353398815357
H00031,0.008301625644042951,0.0,1533,5,0.9523839950561523,0.714240392839845
H00032,0.026089841071683127,0.0,936,5,0.95492103099823,0.6197203012155544
H00033,0.058456340203113584,0.0,1183,5,0.9780402898788452,0.4721700125271554
H00034,0.03659511921188558,0.0,1340,5,0.9514556765556336,0.6590719820077309
H00035,0.003306285871420125,0.0,1363,5,0.9399315476417541,0.7071070521867695
H00036,0.0052454144871474945,0.0,1068,5,0.9682046890258789,0.5981046591298389
H00037,0.2632440836229049,0.2,717,5,0.923013198375702,0.7222012140986676
H00038,0.02303605081726083,0.0,950,5,0.9703482389450073,0.5534267670824278
H00039,0.006861252299463447,0.0,1595,5,0.9292597889900207,0.6629519983104888
H00040,0.07511909376345359,0.0,1222,5,0.9333497285842896,0.6625675965658857
H00041,0.0035483731238797733,0.0,1081,5,0.9631632924079895,0.6566266926899169
H00042,3.666917727258965e-05,0.0,1202,5,0.9795843958854675,0.6315669858063598
H00043,0.0038537085196802276,0.0,821,5,0.9721866250038147,0.603630153166469
H00044,0.0017852085055553323,0.0,1453,5,0.9711447954177856,0.5769586377821236
H00045,0.0028576428558333396,0.0,1920,5,0.9453269243240356,0.720965811291197
H00046,0.009084050114230158,0.0,1206,5,0.9398125410079956,0.7096652201509241
H00047,0.0020143046822735005,0.0,1370,5,0.9455140948295593,0.6353164335719843
H00048,0.007303998558363931,0.0,1104,5,0.9511600852012634,0.6585912728101866
H00049,0.003525055766272293,0.0,1452,5,0.9489310145378113,0.6917243165300002
H00050,0.0023425543155215743,0.0,1330,5,0.9656628012657166,0.7005857283186545
H00051,0.09630194718151254,0.0,737,5,0.9439977288246155,0.6468646768795624
H00052,0.002490963729692792,0.0,1138,5,0.9438741326332092,0.6944960565492379
H00053,0.0018851956226604055,0.0,1363,5,0.9552341938018799,0.6666108028116907
H00054,0.01583529359342133,0.0,1165,5,0.9812215685844421,0.4651826740065238
H00055,0.015338864450963064,0.0,1181,5,0.9657786130905152,0.5337579458423495
H00056,0.04768624939829813,0.0,1061,5,0.9493161678314209,0.5499964071016702
H00057,0.0008587495686428601,0.0,787,5,0.9545088648796082,0.7776882967234029
H00058,0.015490702269618397,0.0,1053,5,0.9564579248428344,0.6298576073483713
H00059,0.00016668851981427747,0.0,1181,5,0.9713167428970337,0.7125007908153773
H00060,0.002434895582784758,0.0,1339,5,0.9734277844429016,0.7101503673030851
H00061,0.00028496709354878456,0.0,945,5,0.9662209510803222,0.6330080038507592
H00062,4.53049905622562e-05,0.0,1628,5,0.9476488113403321,0.6610173844826279
H00063,0.0111468801900993,0.0,1072,5,0.9731559514999389,0.5836687669946556
H00064,0.0003982091893179943,0.0,1869,5,0.9823027849197388,0.5599908529577026
H00065,0.009395752646364474,0.0,1907,5,0.9177468180656433,0.7127299180220529
H00066,0.008452359197662714,0.0,1353,5,0.9702725410461426,0.5902666833440009
H00067,0.002275523201901694,0.0,1784,5,0.9542608618736267,0.6876697738555306
H00068,3.089006049728168e-05,0.0,1000,5,0.9517205715179443,0.7168480699211403
H00069,0.0020767721145969974,0.0,1224,5,0.9459318161010742,0.6856071358422005
H00070,0.009086554693017692,0.0,1366,5,0.9497277498245239,0.6757689629197806
H00071,0.003108452948940717,0.0,1515,5,0.9517871499061584,0.6133697121392855
H00072,0.0052728196837258275,0.0,1003,5,0.9389679193496704,0.6266072649078669
H00073,0.0006321298215332342,0.0,1843,5,0.9346745729446411,0.6203057115576786
H00074,0.0027314961921693333,0.0,1120,5,0.9687452912330627,0.6390159415867959
H00075,0.03754778141435273,0.0,1014,5,0.9339701890945434,0.6281239377743096
H00076,0.00023497433605942157,0.0,1078,5,0.9455816864967346,0.6105299621166393
H00077,0.3125062353538708,0.2,779,5,0.9662524104118347,0.7130457935836956
H00078,0.004002932885206124,0.0,909,5,0.9615338325500489,0.6233279983708744
H00079,0.0004314005673394089,0.0,1108,5,0.9304357767105103,0.7059806266453293
H00080,0.0344136651326064,0.0,1128,5,0.9658477544784546,0.6498953354274224
H00081,0.004195664277464912,0.0,1912,5,0.9759343862533569,0.5588553451768739
H00082,0.0005070630132370837,0.0,1029,5,0.9269439458847046,0.7191476590511107
