location_id,observed_at,cape,temperature_2m,dewpoint_2m,relative_humidity_2m,pressure_msl,precipitation,event_observed,u_10m,v_10m,u_80m,v_80m
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-20 00:00:00+00:00,0.0,8.3,0.3,57.0,1015.7,0.0,0,-2.399976112122686,1.4996715177799693,-4.577772124940751,4.121844535170564
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-20 01:00:00+00:00,10.0,7.2,-0.3,59.0,1017.6,0.0,0,-2.810077083756577,1.0786875281313542,-7.597415536741053,1.894248442545396
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-20 02:00:00+00:00,0.0,6.4,1.1,69.0,1018.3,0.0,0,-0.48824685111241733,1.5026692957463426,-2.41339298327658,3.0890021541383503
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-20 03:00:00+00:00,0.0,5.3,0.2,70.0,1018.6,0.0,0,-1.8997902189350657,1.5941132720226174,-4.717223787838187,3.181807620748551
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-20 04:00:00+00:00,0.0,4.3,0.5,76.0,1019.6,0.0,0,-0.8936349552907696,1.1035472652688982,-3.4779177832342065,3.131531237759454
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-20 05:00:00+00:00,0.0,3.5,0.0,78.0,1019.9,0.0,0,-0.997927307090972,-0.5084693597082925,-2.295131414311285,0.7016920913345681
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-20 06:00:00+00:00,0.0,3.2,0.2,81.0,1019.3,0.0,0,-1.0994403663195127,-0.4001635676910322,-2.000664552237296,-0.8907532483360022
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-20 07:00:00+00:00,0.0,2.5,-0.3,82.0,1019.5,0.0,0,-0.6068626813337775,-1.5020378443981957,-1.2159313476154572,-2.2868342655046203
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-20 08:00:00+00:00,0.0,2.3,-0.8,80.0,1019.2,0.0,0,-1.101155441969538,0.2950537114168731,-0.19623407235369236,-1.396277976925614
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-20 09:00:00+00:00,0.0,2.2,-1.2,78.0,1019.4,0.0,0,-1.1053900037475473,0.4921513381217177,-0.5054953169715268,-0.6957546151624548
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-20 10:00:00+00:00,0.0,2.3,-1.5,76.0,1020.0,0.0,0,-1.0958141679009201,-0.09587131702242409,-0.1045284632676535,-0.9945218953682733
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-20 11:00:00+00:00,0.0,2.8,1.0,88.0,1020.5,0.0,0,-0.6,-1.1021821192326178e-16,-1.9986769399627438,-0.6110568628705205
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-20 12:00:00+00:00,0.0,5.3,1.2,75.0,1021.2,0.0,0,-0.8980256121069153,-0.8980256121069156,-0.9033263185844587,-1.0032455143944823
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-20 13:00:00+00:00,0.0,7.1,1.3,67.0,1021.3,0.0,0,-2.4008292224011067,-0.2100453400218564,-3.195998608285057,0.3924192857645756
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-20 14:00:00+00:00,10.0,7.9,1.1,62.0,1021.5,0.0,0,-3.299556788418711,1.9050000000000005,-3.8064927055539295,1.7749966993109385
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-20 15:00:00+00:00,30.0,8.9,-0.2,53.0,1021.8,0.0,0,-2.306344061849917,1.4977573462913232,-2.6834153137589047,2.022098477790881
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-20 16:00:00+00:00,50.0,10.1,-0.5,48.0,1021.8,0.0,0,-4.191029088705151,1.5254098392324837,-5.116684057667927,1.662511429737216
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-20 17:00:00+00:00,30.0,10.7,-2.1,41.0,1021.6,0.0,0,-4.784268689564623,1.9329700220261057,-5.900436110630143,2.504586533616243
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-20 18:00:00+00:00,30.0,10.8,-3.0,38.0,1021.7,0.0,0,-4.000458609099673,2.5979281970216768,-5.2740947090472305,3.045000000000001
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-20 19:00:00+00:00,30.0,10.3,-4.9,34.0,1021.6,0.0,0,-4.6011585276804805,3.1035206142626457,-6.207712063865039,3.8790090141870586
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-20 20:00:00+00:00,0.0,10.3,-5.3,33.0,1021.5,0.0,0,-4.632548314180913,4.473599905755942,-6.316731016557854,5.687610154050291
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-20 21:00:00+00:00,0.0,10.4,-7.4,28.0,1021.9,0.0,0,-5.177040919906428,3.625003077738611,-6.995558458227989,4.898342766437933
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-20 22:00:00+00:00,0.0,9.7,-8.4,27.0,1023.1,0.0,0,-4.680531547456956,3.927432295184755,-6.788401835401991,5.115427696792407
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-20 23:00:00+00:00,0.0,7.9,-10.0,27.0,1023.8,0.0,0,-3.7872792319911373,4.206199712202052,-6.006487332827736,5.800397393332627
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-21 00:00:00+00:00,0.0,6.9,-9.5,30.0,1024.8,0.0,0,-3.11628038770491,3.5848705060581665,-5.1566239678653885,5.932017300550988
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-21 01:00:00+00:00,0.0,5.6,-8.0,37.0,1026.0,0.0,0,-3.3281519971049915,3.569006063901553,-5.392805218301971,6.203712749431186
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-21 02:00:00+00:00,0.0,5.0,-8.5,37.0,1026.8,0.0,0,-2.693280084586601,3.209726216668517,-4.474467980364347,5.525507785959061
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-21 03:00:00+00:00,0.0,4.0,-6.6,46.0,1027.2,0.0,0,-2.2233146538037443,2.3842130672784965,-4.7842838354658355,5.313485502163369
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-21 04:00:00+00:00,0.0,3.1,-6.9,48.0,1027.5,0.0,0,-2.00111219075793,2.001112190757929,-4.43439972452302,6.574267950361482
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-21 05:00:00+00:00,0.0,2.8,-6.6,50.0,1027.8,0.0,0,-1.093851252774464,2.707376855335019,-2.268469120621754,5.909564099727286
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-21 06:00:00+00:00,0.0,2.0,-7.1,51.0,1027.9,0.0,0,-1.497757346291324,2.306344061849916,-3.150154186293327,5.9245783480834
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-21 07:00:00+00:00,0.0,1.0,-7.0,55.0,1027.9,0.0,0,-1.0932805692640004,1.5047716095374022,-2.2736578347937226,5.10671910822214
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-21 08:00:00+00:00,0.0,0.4,-7.9,54.0,1028.1,0.0,0,-1.2923376359150236,1.00968481953408,-2.8085721004359865,4.494654909629057
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-21 09:00:00+00:00,0.0,-0.1,-7.2,59.0,1028.2,0.0,0,-1.492267630599075,1.0065472262473447,-3.624885452447066,4.476360737992151
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-21 10:00:00+00:00,0.0,-0.1,-7.1,59.0,1028.6,0.0,0,-1.4990663761154812,1.4990663761154805,-3.394236730577552,4.504304276666732
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-21 11:00:00+00:00,0.0,0.6,-6.5,59.0,1029.4,0.0,0,-1.9092801067248761,1.387173195410236,-4.473731849373915,4.028166250280323
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-21 12:00:00+00:00,0.0,3.3,-7.0,47.0,1029.9,0.0,0,-0.8874983496554684,1.9032463527769652,-1.3854524215080466,2.3057800388886815
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-21 13:00:00+00:00,0.0,5.0,-7.9,39.0,1030.0,0.0,0,-0.6159893273439992,2.2989034665679826,-0.7790453257585872,2.9074367371300953
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-21 14:00:00+00:00,0.0,7.4,-7.9,33.0,1029.5,0.0,0,-0.29845352611981496,0.20130944524946892,-0.40276505027189624,0.49737341533246116
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-21 15:00:00+00:00,0.0,8.4,-8.6,29.0,1029.1,0.0,0,-0.7014805770653952,-0.40500000000000036,-0.9035036904803958,-0.2935661446562002
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-21 16:00:00+00:00,0.0,10.3,-7.9,27.0,1028.4,0.0,0,-0.2,-3.6739403974420595e-17,-0.19602143532144095,0.09987790994270027
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-21 17:00:00+00:00,0.0,11.4,-9.1,23.0,1027.5,0.0,0,-0.204295724882796,-0.40095293588476555,-0.3993177550236464,-0.30090751157602413
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-21 18:00:00+00:00,0.0,11.6,-9.5,22.0,1026.2,0.0,0,-0.40243053949281854,-1.4034420760699455,-0.6068626813337775,-1.5020378443981957
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-21 19:00:00+00:00,0.0,12.5,-10.6,19.0,1025.6,0.0,0,0.21015138244969864,-1.4953047837997713,-0.29193776292611345,-1.501889590674926
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-21 20:00:00+00:00,0.0,12.3,-7.2,25.0,1024.5,0.0,0,2.1196770569328196,-3.392192384625704,1.825041808952978,-3.581846227237238
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-21 21:00:00+00:00,0.0,10.6,-5.0,33.0,1024.1,0.0,0,3.516048224985371,-4.190263103860809,4.3773836219653335,-5.216762657640239
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-21 22:00:00+00:00,0.0,9.0,-3.6,41.0,1024.0,0.0,0,3.3368851962650683,-4.271018284548433,3.86590518100605,-5.521084778507806
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-21 23:00:00+00:00,0.0,8.1,-2.9,46.0,1024.1,0.0,0,2.7990530093931043,-3.9974619761302805,3.8233660258054916,-5.887467386976875
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-22 00:00:00+00:00,0.0,7.4,-3.2,47.0,1024.0,0.0,0,1.5768189779993211,-4.107753876587688,3.0259467540634084,-6.489163755182414
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-22 01:00:00+00:00,0.0,7.0,-2.4,51.0,1024.7,0.0,0,0.7214535671376249,-3.394172174546306,1.2459827398088388,-6.410025507913246
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-22 02:00:00+00:00,0.0,7.2,-1.2,55.0,1024.7,0.0,0,0.11167838944800366,-3.1980506464611067,0.09947871669251561,-5.699131862391431
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-22 03:00:00+00:00,0.0,7.5,-0.5,57.0,1024.5,0.0,0,0.5946274357387916,-2.797502138098684,1.2630369401003025,-4.713718032290653
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-22 04:00:00+00:00,0.0,7.4,0.6,62.0,1024.9,0.0,0,0.4011695199089076,-1.4971850307480556,0.49267277739863125,-3.5055489633451593
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-22 05:00:00+00:00,0.0,7.3,1.8,68.0,1024.1,0.0,0,0.794522332072515,-1.7038586396289017,2.333511168661271,-4.57977353432821
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-22 06:00:00+00:00,0.0,6.8,0.3,63.0,1023.1,0.0,0,-0.39366434510176374,-1.7051476133741617,1.2725091708542522,-5.103755520211741
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-22 07:00:00+00:00,0.0,7.2,1.3,66.0,1022.1,0.0,0,0.9849999999999999,-1.7060700454553441,1.2059128507797643,-6.203883799389237
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-22 08:00:00+00:00,0.0,6.8,2.7,75.0,1021.9,0.0,0,-0.19261419147232406,-2.2015902827827576,0.21288692988525695,-6.096284044816484
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-22 09:00:00+00:00,0.0,7.0,2.9,75.0,1021.3,0.0,0,-0.5939113153036958,-1.3991673772477093,0.9706933131581402,-5.505075339338243
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-22 10:00:00+00:00,0.0,7.2,4.7,84.0,1020.7,0.0,0,1.3988802429757377,-0.7127650845910884,2.4961091071751196,-2.410464545492721
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-22 11:00:00+00:00,0.0,7.8,4.8,81.0,1021.0,0.0,0,0.8980256121069154,-0.8980256121069153,2.432959864679379,-4.988306956960377
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-22 12:00:00+00:00,0.0,7.9,4.6,80.0,1020.9,0.4,0,0.6154186048205675,-2.895316898172065,1.3208935499741858,-5.297814665466941
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-22 13:00:00+00:00,0.0,9.1,6.0,81.0,1020.2,0.4,0,1.412266857177989,-3.4954831317167883,2.110787222821818,-5.498788712068518
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-22 14:00:00+00:00,10.0,8.6,6.1,84.0,1019.8,0.0,0,1.686314722872075,-2.408307010209636,3.18180762074855,-4.717223787838187
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-22 15:00:00+00:00,0.0,8.4,5.5,82.0,1019.5,0.0,0,1.5890561789456215,-1.7040541247726673,2.370977910715967,-3.515119307633377
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-22 16:00:00+00:00,0.0,9.1,6.2,82.0,1019.1,0.0,0,3.8174777380260596,-2.8766758106667916,5.192401911932672,-4.51368611945469
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-22 17:00:00+00:00,10.0,10.7,6.7,76.0,1018.3,0.0,0,2.899137802864845,-2.8991378028648445,3.423631767513742,-3.6713955821282354
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-22 18:00:00+00:00,0.0,11.6,7.1,74.0,1017.7,0.0,0,3.208255509510384,-3.098176332247128,3.487185019704165,-3.6110857977000292
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-22 19:00:00+00:00,10.0,11.6,8.0,79.0,1017.0,0.0,0,2.584675271830048,-2.019369639068159,2.890537692253217,-2.5127060810336426
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-22 20:00:00+00:00,20.0,12.2,8.5,78.0,1016.2,0.0,0,2.307065324462333,-0.7943862968754623,2.706314747863416,-0.9850180127779259
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-22 21:00:00+00:00,10.0,12.3,8.0,75.0,1015.8,0.0,0,1.9988091961285528,0.49835910493531543,2.100682172578001,0.4083312501058061
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-22 22:00:00+00:00,0.0,12.7,7.5,71.0,1015.6,0.0,0,1.600052309019692,0.3110186624637682,1.792840919204833,0.4139099399927115
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-22 23:00:00+00:00,0.0,12.3,6.9,70.0,1015.2,0.0,0,1.3987510690493419,0.29731371786939603,1.4953047837997713,0.21015138244969886
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-23 00:00:00+00:00,0.0,11.9,7.0,72.0,1015.5,0.0,0,1.2037753112603695,0.6950000000000001,2.407550622520739,1.3900000000000001
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-23 01:00:00+00:00,0.0,10.0,6.1,77.0,1015.4,0.0,0,1.2037753112603695,0.6950000000000001,2.9027420270899023,0.9994942341834712
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-23 02:00:00+00:00,0.0,9.2,5.7,79.0,1015.5,0.0,0,0.4973734153324614,0.402765050271896,2.595667511266283,2.1019301061064573
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-23 03:00:00+00:00,0.0,8.6,5.5,81.0,1015.6,0.0,0,0.4040515447681966,0.7929958065276475,2.4104645454927205,2.4961091071751196
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-23 04:00:00+00:00,0.0,8.7,5.0,78.0,1015.7,0.0,0,-0.21015138244969947,1.495304783799771,2.106352581032169,2.795224285165525
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-23 05:00:00+00:00,0.0,7.8,5.4,85.0,1015.6,0.0,0,-0.3892503505681511,2.0025194542332345,1.5746464478117734,3.709634559413335
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-23 06:00:00+00:00,0.0,7.4,5.1,85.0,1014.9,0.0,0,-0.9947468306649226,0.805530100543792,1.602810901735645,1.0015474094007573
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-23 07:00:00+00:00,0.0,6.9,5.0,88.0,1014.2,0.0,0,-1.1053900037475473,0.4921513381217177,-0.19462517528407555,1.0012597271166173
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-23 08:00:00+00:00,0.0,6.2,4.3,88.0,1014.1,0.0,0,-1.0013585629321304,0.40457512088918496,-1.2968332653377717,0.09068341586736278
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-23 09:00:00+00:00,0.0,6.1,4.8,91.0,1014.2,0.0,0,-0.40016356769103223,1.0994403663195127,-0.39860191021428415,0.895274548489749
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-23 10:00:00+00:00,0.0,5.8,4.5,91.0,1014.2,0.0,0,-0.2013094452494688,-0.298453526119815,-0.29845352611981496,0.20130944524946892
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-23 11:00:00+00:00,0.0,6.8,6.0,95.0,1014.6,0.0,0,-0.2969848480983499,-0.29698484809835,-0.8029567276306299,-0.8917737905728731
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-23 12:00:00+00:00,0.0,9.7,7.8,88.0,1015.1,0.0,0,-0.30433808521444916,0.09888543819998312,-1.2968332653377717,0.09068341586736278
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-23 13:00:00+00:00,0.0,13.0,9.6,80.0,1015.0,0.0,0,-0.19468070645621705,0.5991656052659468,-0.6948179129231183,1.306762437431212
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-23 14:00:00+00:00,0.0,17.3,9.7,61.0,1014.6,0.0,0,-0.19468070645621705,0.5991656052659468,-0.499353908853727,0.9008582983535778
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-23 15:00:00+00:00,0.0,19.9,7.6,45.0,1014.4,0.0,0,-1.7062830462150882,1.8950193049673552,-2.0928283024797185,2.4075235609106422
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-23 16:00:00+00:00,0.0,22.0,6.6,37.0,1013.6,0.0,0,-3.210642750108158,2.9939728006743684,-3.987334413250012,3.1152470651478317
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-23 17:00:00+00:00,0.0,22.6,6.0,34.0,1013.0,0.0,0,-4.494654909629058,2.8085721004359847,-5.770053507464519,3.7471165609033834
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-23 18:00:00+00:00,0.0,23.0,4.9,31.0,1012.3,0.0,0,-4.776746477366796,2.539841154671667,-6.004043631440704,3.192406626944055
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-23 19:00:00+00:00,0.0,23.7,4.1,28.0,1011.6,0.0,0,-4.271018284548432,3.336885196265069,-5.47863959892443,4.128451058823049
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-23 20:00:00+00:00,0.0,24.3,3.0,25.0,1010.7,0.0,0,-4.4850932675227755,3.0252336077767414,-6.207712063865039,3.8790090141870586
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-23 21:00:00+00:00,0.0,24.1,1.6,23.0,1010.1,0.0,0,-4.50012832868609,2.7039498932777843,-5.897632999772027,3.4050000000000007
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-23 22:00:00+00:00,0.0,23.2,0.9,23.0,1010.1,0.0,0,-3.4188343984091585,2.971947401326997,-4.995988177866616,3.903293753564675
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-23 23:00:00+00:00,0.0,22.7,-0.7,21.0,1010.1,0.0,0,-2.700713505847493,2.8961606584119157,-4.172170841964176,4.029018548662184
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-24 00:00:00+00:00,0.0,21.4,-1.9,21.0,1010.3,0.0,0,-1.6841035373787339,2.007036440971722,-4.001960076842095,4.603728439358909
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-24 01:00:00+00:00,0.0,20.5,-1.3,23.0,1010.7,0.0,0,-1.811785007245219,2.6860817350783357,-5.025412162067287,5.781075384506433
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-24 02:00:00+00:00,0.0,19.8,-2.0,23.0,1010.9,0.0,0,-0.42898008878611826,3.4937624537774536,-1.5192695043659143,6.093457161013258
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-24 03:00:00+00:00,0.0,18.8,-1.1,26.0,1010.5,0.0,0,0.4931608245740821,2.7968540185546704,-0.23731657757700558,6.795857623729851
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-24 04:00:00+00:00,0.0,17.8,-1.0,28.0,1010.6,0.0,0,-0.5871322893124006,1.8070073809607916,-2.5145786573571605,5.392531332868068
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-24 05:00:00+00:00,0.0,16.9,-0.3,31.0,1010.2,0.0,0,-0.4026188904989375,0.5969070522396301,-1.5890446641450289,3.407717279257804
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-24 06:00:00+00:00,0.0,16.6,-1.0,30.0,1009.8,0.0,0,-0.6957546151624548,0.5054953169715267,-1.6820206817279828,3.6071049924058673
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-24 07:00:00+00:00,0.0,15.6,0.1,35.0,1009.4,0.0,0,-1.0927389364671172,1.3022755533022623,-1.3785522637705574,3.4120365848057777
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-24 08:00:00+00:00,0.0,15.3,0.7,37.0,1009.0,0.0,0,-1.2968332653377717,0.09068341586736278,-2.5126383982111977,1.2802532092655214
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-24 09:00:00+00:00,0.0,14.5,-0.8,35.0,1008.8,0.0,0,-0.597514665632803,0.5013743355555006,-2.89672540481402,2.999646967412174
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-24 10:00:00+00:00,0.0,13.8,-1.0,36.0,1009.0,0.0,0,-1.0169387194165853,1.995854614181944,-1.1711744086810516,3.604504196758632
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-24 11:00:00+00:00,0.0,14.3,0.2,38.0,1009.4,0.0,0,0.29193776292611356,1.501889590674926,-0.6702819657943513,3.801357926627123
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-24 12:00:00+00:00,0.0,16.1,-0.2,33.0,1009.7,0.0,0,-0.9794452108211695,3.2036209324761686,-1.9102345430679604,4.096511197405658
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-24 13:00:00+00:00,0.0,16.7,3.4,41.0,1010.2,0.0,0,0.3843581703301304,5.496577916931631,0.43020156031699835,8.208734775682597
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-24 14:00:00+00:00,0.0,16.1,5.0,48.0,1010.2,0.0,0,2.5216787321195753,3.883044729587313,2.6376848034867666,5.176747905534417
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-24 15:00:00+00:00,0.0,16.7,4.3,44.0,1010.1,0.0,0,2.0149999999999997,3.490082377251288,1.6996804089283408,4.004196112518115
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-24 16:00:00+00:00,0.0,18.2,1.2,32.0,1010.0,0.0,0,1.1004203620651896,3.1958527855256906,0.8066973603729062,3.795212690847166
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-24 17:00:00+00:00,0.0,19.7,1.6,30.0,1009.3,0.0,0,1.1917299418922849,2.8075398030299428,1.073004156332444,3.50963845438434
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-24 18:00:00+00:00,0.0,19.9,0.3,27.0,1008.9,0.0,0,2.605034721887331,1.8926685123817637,2.907033256572146,2.190606684273456
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-24 19:00:00+00:00,0.0,18.7,6.2,44.0,1008.8,0.0,0,4.50012832868609,-2.703949893277785,5.186041647146193,-2.529401516972977
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-24 20:00:00+00:00,0.0,18.4,5.6,43.0,1008.6,0.0,0,3.101856374715594,-2.6964026091509847,3.8080152111391583,-3.0836699161442027
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-24 21:00:00+00:00,0.0,17.1,5.0,45.0,1009.1,0.0,0,3.299976915822252,-3.796189188520543,4.126270720526444,-4.272878414011589
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-24 22:00:00+00:00,0.0,15.5,5.7,52.0,1009.2,0.0,0,3.089452571083118,-3.3130322683348425,4.323232200035293,-4.174896806458574
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-24 23:00:00+00:00,0.0,13.0,6.1,63.0,1010.1,0.0,0,3.1063453704955077,-2.7969659345800273,4.369401150187092,-4.524647344130117
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-25 00:00:00+00:00,0.0,11.4,4.6,63.0,1010.8,0.0,0,2.4165903016313757,-2.9842404919947683,3.8171011470190823,-4.885666672361676
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-25 01:00:00+00:00,0.0,11.4,4.4,62.0,1011.8,0.0,0,1.7999613311053289,-1.9990595805341902,2.9246836240737544,-3.485502216191349
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-25 02:00:00+00:00,0.0,11.5,3.0,56.0,1012.6,0.0,0,1.49967151777997,-2.3999761121226855,2.196239445413277,-4.502958171958826
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-25 03:00:00+00:00,0.0,11.5,4.4,62.0,1013.0,0.0,0,3.003779181349852,-0.5838755258522271,4.396661376536824,-1.5138919182257786
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-25 04:00:00+00:00,0.0,10.6,5.3,70.0,1013.5,0.0,0,1.8,1.1021821192326179e-16,3.6913363580173173,-1.1285547802297635
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-25 05:00:00+00:00,0.0,10.2,4.7,69.0,1013.9,0.0,0,2.0025194542332345,0.38925035056815166,4.298775453654094,-1.3967568145747618
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-25 06:00:00+00:00,0.0,9.5,6.2,80.0,1013.9,0.0,0,2.998172481057287,0.10469849010750323,4.903177989108132,-0.602034556421428
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-25 07:00:00+00:00,0.0,9.0,6.1,82.0,1014.3,0.0,0,2.7033985762041235,0.18904004384657938,5.696527714008846,0.19892713120425617
01a0f881-6d6a-42f8-96dc-f91162346a2e,2026-04-25 08:00:00+00:00,0.0,8.6,5.1,79.0,1014.6,0.0,0,2.9,1.7757378587636622e-16,5.7,3.4902433775699566e-16
